"term","afraid","amused","angry","annoyed","dont_care","happy","inspired","sad"
"chairmanship",9.295387,0,0,0,0,1e-05,90.704603,0
"sumo",0,99.973333,0,0,0,0.026667,0,0
"ashore",0,0,0,0.000295,0,0,0,99.999705
"clocks",0,0,3.312247,0,0,0,46.870034,49.817719
"lazaret",100,0,0,0,0,0,0,0
"induct",1e-06,0,0,1e-06,0,25.152104,74.846753,0.001141
"telecommunication",0,0,99.99535,0.004648,0,1e-06,0,0
"plumber",0,0,0,0,0,0,0,100
"call-out",0,0,0,65.580503,19.997586,14.420557,0.001354,0
"shipbuilding",3e-06,5e-06,0.000217,0.995537,1e-06,98.793794,0.203169,0.007274
"senate",0,2.3e-05,0.006893,0.000371,0,99.992263,9.4e-05,0.000356
"asian",0,3e-06,0.09356,0.000111,1e-06,49.307461,50.484053,0.114812
"lama",0,0,99.999667,0.000257,0,2.8e-05,4.6e-05,2e-06
"envelope",1e-06,87.587206,5.8e-05,0.206659,2.8e-05,12.147036,0.042593,0.01642
"amd",0,0,0,0,0,100,0,0
"hippo",0,0,13.731851,2.1e-05,0,0,0,86.268128
"bradford",0.257235,98.208382,0,0,0,0.944509,1e-06,0.589873
"monastic",0,19.80378,0,0,0,80.19622,0,0
"lopsidedly",0,0,0,0,0,0,100,0
"segovia",79.122844,0,0,0.000153,0,20.877003,0,0
"sarcastic",0,1.9e-05,0,35.897594,64.102387,0,0,0
"practicality",0,0,0,1.3e-05,0,0,99.999987,0
"undergird",0,0,0,0,0,0,11.532597,88.467403
"utilization",0,0,66.763448,0,0,33.236552,0,0
"cricketer",99.998758,0,0,0,0,2e-06,0,0.00124
"mirrorlike",0,0,5.69769,6.990973,30.161441,57.149896,0,0
"vendor",99.99943,0,0,0,0,0.00057,0,0
"gondola",0,0.00021,0,0,0,99.99979,0,0
"healthcare",2e-06,0,9e-06,0,0,4e-06,99.999984,1e-06
"suppose",1e-06,0.001314,1e-05,99.269867,4.1e-05,0.268285,0.434215,0.026268
"frequency",99.998562,4.1e-05,0,0,0,3e-06,0,0.001395
"rock",29.7,44.530794,0.000365,0.173092,2e-06,25.392172,0.035193,0.168381
"recognisable",0,0,0,6e-06,0,0,0,99.999994
"aquarium",0,24.437414,75.550144,0,0,0.012442,0,0
"narcotic",0,51.149481,44.491518,3.951324,0,0.000183,0.407495,0
"slasher",34.402694,36.6957,0,0,0,5e-06,28.901601,0
"dimple",0,0,50,50,0,0,0,0
"technician",0,58.660953,0,0,0,41.338744,3e-04,2e-06
"deliciously",0,87.142287,0,0,0,0,12.857713,0
"reykjavik",0,53.715772,12.343991,0,0,31.664408,2.275829,0
"skilfully",0,0,0,0,0,1e-06,0,99.999999
"chauffeur",0,7.312839,0,86.299716,0,0,6.387445,0
"holder",0,0,0,0,0,100,0,0
"overjoyed",0,0,0,0,0,36.323395,63.676605,0
"lamb",1e-05,45.656877,0.00054,1.513322,1.1e-05,52.52055,0.307515,0.001174
"exquisitely",0,99.998389,0,0,6e-06,0.001605,0,0
"unceasing",99.999999,0,0,0,0,0,0,0
"kandy",0,0,99.999963,0,0,1e-06,3.7e-05,0
"aluminium",0,0,0,0.000337,0,62.775254,0,37.224409
"replant",0,0,0,0,0,100,0,0
"byword",0,30.831315,0,0,0,69.168685,0,0
"concussion",0,0,0,0,0,0.001748,99.998252,0
"advice",0,0.001197,0,0.000228,6e-06,0.001742,99.996826,0
"transformer",13.828724,0,0,0,0,0.082383,0,86.088893
"security",99.843257,3.3e-05,0.013574,6e-06,0,0.139129,0,0.004001
"extend",0.15799,1e-06,0.000932,4.3e-05,8e-06,99.819962,0.000222,0.02084
"throe",98.46177,0,0,9e-06,0,0.000452,0,1.537768
"filtration",0,0,56.381368,0,0,36.076792,7.541841,0
"crystal",0,0.422544,3e-05,98.676782,0,0.095343,0.805286,1.5e-05
"nostril",0,0,0,0,0,99.999996,4e-06,0
"sec",21.987078,0,0,0,0,78.012922,0,0
"thunderous",0.001394,7.008478,0.000274,2.5e-05,0.000212,92.972283,0.009987,0.007346
"toolbox",0,0,100,0,0,0,0,0
"fresh",1.494415,0.000275,0.000324,93.453941,0,5.016275,1e-06,0.034767
"thank",0,0,0,0,3e-06,99.999943,0,5.3e-05
"giro",88.48098,0,0,0,0,0,0,11.51902
"reclassification",0,0,0,0,0,49.653182,9.428955,40.917863
"beginning",0.000205,0,0.000868,0,0,0.010223,99.988697,7e-06
"secular",7e-06,0,99.974787,0,0,1.3e-05,0.025194,0
"finite",1e-06,0,0,32.75386,0,67.246139,0,0
"quotation",0,34.247438,0,0,13.791478,51.961084,0,0
"exhilarated",0,0,0,0,99.999995,5e-06,0,0
"luminary",0,5e-06,0,0,0,99.999995,0,0
"toff",0,0.328612,0,0,0,99.671388,0,0
"irresponsibility",0,0,6.25885,0,0,93.74115,0,0
"naturalized",0,0,9.279761,0,0,0.001333,90.718907,0
"cleanup",0,0,0,0,0.001042,99.998958,0,0
"pyre",0,58.05421,32.293024,9.652766,0,0,0,0
"delve",0.055967,0,0,0,0,99.944033,0,0
"corrections",81.630569,0,0,0.00013,0,0,0,18.369301
"ounce",0,0.040901,9e-06,99.674591,1e-06,0.284434,3.6e-05,2.7e-05
"nonproliferation",3.975081,0,19.927493,65.548606,10.54882,0,0,0
"gout",0,21.807164,0,1e-06,34.398506,43.794329,0,0
"suspense",0,2e-06,0,31.53828,0,68.461718,0,0
"defender",0.000103,0.000113,9e-06,0,0,99.999525,0.000241,8e-06
"watts",0,0,0,80.327678,0,19.672322,0,0
"bride-to-be",0,0,0,0.00538,99.994607,3e-06,9e-06,0
"aftertaste",0,0,99.999999,0,0,0,0,0
"rectangle",0,0,0.472061,2e-06,0,0,0,99.527937
"engineer",26.155008,0.00711,0,3.8e-05,1.3e-05,53.321696,20.271368,0.244768
"undisguised",0,1e-06,0,41.124346,10.22971,0,0,48.645943
"periodic",0,0,0,99.999997,0,0,3e-06,0
"negotiation",0,0,3e-06,99.997997,0,0.001771,0.000229,1e-06
"horsepower",0,91.073954,0,0,0,0.078307,8.77619,0.071549
"wish",0.004607,0.573865,0.051524,1.195196,47.542471,48.094954,1.845597,0.691786
"hustle",0,2e-06,0,0,49.270688,50.729032,0.000279,0
"excess",75.68784,0.003224,0.068936,3.129244,0,19.535231,3e-06,1.575521
"illustrative",0,0,16.264921,0,0,0,2e-06,83.735077
"acceptable",99.986293,0,0,0.002176,0.000657,0.010874,0,0
"patriotic",0,0.00018,0,99.999589,0,0.00012,0.00011,0
"blindside",0,0,0,0,13.417079,53.233322,33.349599,0
"runner-up",0,1e-06,0.000157,0.108324,0.199443,99.670235,0.021841,1e-06
"impartiality",0,26.885939,73.11406,0,0,0,0,0
"workman",0,100,0,0,0,0,0,0
"culiacan",0,35.384757,18.254757,46.36048,0,6e-06,0,0
"wobble",9.91485,2.5e-05,4.58304,3.310351,40.15287,41.278029,0.659669,0.101167
"frankfurt",3.8e-05,0,0,0,0,99.999873,6.2e-05,2.7e-05
"shorten",0,12.669317,0,0,45.469792,35.628516,6.232376,0
"battle-scarred",73.064514,18.956116,0,0,0,3e-06,7.979368,0
"ethnology",0,1e-06,0,0,0,99.999999,0,0
"mid-december",0,0,1.42932,0,0,98.570464,0,0.000216
"locate",0.000162,2.119031,0.018852,1.7e-05,0,0.25607,1.1e-05,97.605856
"jailed",90.424276,0,0,0,9.575724,0,0,0
"stigmatization",0,0,0,0,0,99.79821,0.20179,0
"busman",0,0,0,0,0,99.999995,5e-06,0
"shantytown",0,0,0,0,0,0,100,0
"shoji",99.999999,0,0,0,0,0,1e-06,0
"enslavement",0,0,99.995106,0.004893,0,0,1e-06,0
"ingestion",0,0,100,0,0,0,0,0
"refloat",0,0,0,0,0,28.501908,71.498092,0
"rive",0,0,0,77.062861,0,22.937139,0,0
"sensitize",0,99.999998,0,0,0,0,2e-06,0
"loire",0,7.154671,0,0,43.298893,0,0,49.546437
"jeddah",92.710709,0,0,0,0,3.3e-05,7.289258,0
"lizard",0,99.999999,0,0,0,1e-06,0,0
"prediction",7.363841,35.425311,0,1e-06,57.210216,0.000632,0,0
"sorting",0.016146,3.817011,0,4.7e-05,1e-06,0.003253,96.163069,0.000474
"mariner",70.348213,29.651787,0,0,0,0,0,0
"rebellion",5.432173,0.000126,0.021683,0.000119,6.7e-05,77.60797,0.002495,16.935367
"previously",0.000489,6e-06,7.982648,0.003397,38.631835,53.379432,0,0.002192
"ill-equipped",3.12592,0,0,0,0,0.000316,0,96.873764
"hr",0,0,72.660497,4e-06,0,27.339491,7e-06,0
"wilt",0.688115,9.327586,78.822144,11.162142,0,1.4e-05,0,0
"cocker",0,1e-06,0,0,0,99.999999,0,0
"loose",5.190598,33.333273,0,0.004527,0,0.105443,0,61.366159
"non-white",0,0,0,0,8e-05,0.006172,99.993748,0
"bogus",0,5e-06,1e-06,0.000199,8.4e-05,0,99.999709,1e-06
"wbc",0,0.004533,0,0,78.728265,21.267202,0,0
"highlighter",0,0,0,0,0,100,0,0
"uncertified",0,89.132192,0,0,10.867808,0,0,0
"harassment",0,0,99.999999,0,0,1e-06,0,0
"reunion",0,0,0,0,0,67.582897,0,32.417103
"irritation",0,0,48.281087,0,0,51.718913,0,0
"viagra",0,99.999968,0,1e-06,0,3.1e-05,0,0
"perth",0,2e-06,2e-06,0.002956,0,1e-06,37.624691,62.372348
"leapfrog",0,0,0,0,0,100,0,0
"solo",25,0,0.000377,5.3e-05,0,74.999526,4.1e-05,3e-06
"top-flight",0,0,2.476497,0,0,7.4e-05,97.523429,0
"court-ordered",0,7.303586,0,16.268034,0,0,0,76.42838
"serenade",0,0,0,9.4e-05,0,88.447444,0,11.552462
"cooperatively",0,0,85.157217,14.842783,0,0,0,0
"caning",15.398842,0,66.804819,0,0,0,9.487058,8.309281
"immigrant",0,2e-05,3.5e-05,0.001916,0.000566,99.38735,0.006441,0.603671
"torturing",75.203464,0,0,0,0,0,24.796536,0
"throaty",38.266562,61.733438,0,0,0,0,0,0
"sonny",0,0,0,0,0,100,0,0
"playoff",0,0.450006,0,0,0,99.548667,0,0.001327
"pigsty",0,0,0,0,0,24.721851,75.278149,0
"bricklayer",0,0,100,0,0,0,0,0
"consequent",0,85.624234,0,0,0,14.375766,0,0
"shrill",99.99851,0,0,0,0,0.00149,0,0
"structure",0.000111,3.351239,0.657836,0.014375,33.602254,0.937963,11.432175,50.004047
"speaker",0.000689,1e-06,2.9e-05,86.445095,0,13.552521,0.001665,1e-06
"residence",8e-06,99.613413,0,0.38583,0,0.000681,3e-06,6.6e-05
"drastic",0,0,1e-06,0.020262,0,0.000293,0,99.979443
"ayatollah",74.348932,0.000143,0,0,25.650924,0,0,0
"clover",0,94.475993,0,0,0,5.524007,0,0
"securely",90.9762,9.0238,0,0,0,0,0,0
"perish",0,0,0,0.000164,0,0,0,99.999835
"depressing",10.18527,89.814728,0,0,0,2e-06,0,0
"turf",0,0,21.866774,37.264164,0,33.443381,7.425682,0
"wispy",0.000527,0,0.000125,0,4e-06,1.683673,98.315669,3e-06
"scrapheap",0,13.492011,0,0,0,8e-06,0,86.507981
"role",0.000636,0.007723,0.001114,3.2e-05,1.7e-05,95.314535,4.669732,0.006212
"sitter",0,99.999936,0,6.3e-05,0,0,0,0
"metro",0,1e-06,0.774748,0.018606,0,99.202877,0.003765,2e-06
"fissile",34.907019,33.256765,31.586093,0,0,0.006358,0.243765,0
"lineage",0,4e-06,0,0,0,0,99.999996,0
"sr",0,2.242356,4.481333,66.795571,11.90173,14.57901,0,0
"exclamation",0,0,0,0,25.380417,74.619583,0,0
"jugular",0,0,0,66.921838,0,33.078162,0,0
"saiga",100,0,0,0,0,0,0,0
"santos",0,0,0,2e-05,8e-06,99.999969,2e-06,0
"absenteeism",0,0,0,0,0,100,0,0
"delegation",0,0,0.000754,0,0,0.038975,99.960271,0
"surreptitiously",0,0,100,0,0,0,0,0
"hardy",0.000865,44.85596,0.013335,0,0,55.129829,1.1e-05,0
"welsh",2.5e-05,89.369424,0,0,1.9e-05,5.553258,0.00091,5.076365
"scores",0,0,0,0,7.096069,92.903931,0,0
"succulence",0,0,18.55253,0,0,0,16.445354,65.002116
"secessionist",0,0,0,0,0,0,100,0
"bars",0,0,0,0,0,99.999997,2e-06,0
"overprotective",0,0,0,0,54.637922,40.663071,0,4.699007
"sportscaster",0,0,0,65.545759,0,34.454241,0,0
"scotsman",0,0.003081,0,0,99.996409,0.000509,1e-06,0
"diptych",0,0,0,0.426671,0,3.877484,95.695845,0
"digger",7e-06,0,0,0.00046,0,0,0,99.999532
"sterling",0,25.904623,17.241018,6.854319,0,50.00004,0,0
"connivance",0,11.955295,69.906923,0,0,18.137782,0,0
"bread",0,6.701602,0,0,1e-06,93.298396,1e-06,0
"colombo",0,0,0,0,0,0.000169,99.999829,2e-06
"scissors",0,0,0,0,0,100,0,0
"goalkeeper",0,0,0,0,0,100,0,0
"compute",0.226532,1.1e-05,99.693097,0,0,0.08036,0,0
"violation",1e-06,0,99.999674,0,0,0.000325,0,0
"proportionately",44.011115,0,0,0,0,8e-06,0,55.988877
"dissipation",0,0,0,0,0,1e-06,0,99.999999
"communism",0.003179,0.342512,3.2e-05,7e-06,2e-06,0.828171,98.826092,5e-06
"balky",0,0,0,0,92.011942,0.662671,7.325388,0
"endowed",0,0,0,0,0,82.54792,17.45208,0
"plagiarism",0,0,3e-06,1e-06,73.175079,2e-06,0,26.824915
"life-sustaining",0,0,0,4.470254,0,0,0,95.529746
"calculator",0,0,48.301816,44.735726,0,0,0,6.962457
"snow-covered",1e-06,99.999996,0,0,0,2e-06,0,1e-06
"cloth",3e-06,0,0.000456,0,0,0.442479,99.556576,0.000486
"failing",1.060226,1.7e-05,0.004631,5.288325,6.3e-05,88.986935,0.018576,4.641227
"botched",0,0,0.000143,99.999839,0,1.9e-05,0,0
"utc",0.000418,0,0,99.999582,0,0,0,0
"manilla",0,31.431525,0,0,45.230892,23.337583,0,0
"hooked",0,0,0,0,0,0.388252,99.611748,0
"somber",0,0,1.7e-05,0.030982,0,7e-06,0.000569,99.968424
"superficial",0,0,0,0,0,5.9e-05,99.999833,0.000108
"cubist",0,63.559438,0.0234,5e-06,6e-06,5.952864,0.000515,30.463772
"take",0.065732,5.231426,2.349454,4.062627,20.083927,61.22938,5.388825,1.588629
"capitol",7.9e-05,0,0,1.2e-05,0,0.001002,99.998908,0
"mystique",0,16.929097,0,0,83.070589,0,0,0.000314
"upset",0,33.332454,1e-06,32.916422,8e-06,33.75083,0.000282,3e-06
"bleak",0,0,0,0.000606,0,8e-06,0,99.999386
"yay",0,0.013452,0,0,65.648076,34.338473,0,0
"congratulatory",0,0,0,0,0,100,0,0
"confirmation",0,1.609662,80.946312,0.032849,0,0.008508,0,17.40267
"hoop",3.309893,18.082232,13.561824,0,0,42.865059,22.18099,0
"dictum",0,0,40.21763,59.782369,0,1e-06,0,0
"beauvoir",4.749864,0,0,0,0,0,95.250136,0
"miner",2.7e-05,0,0,5.8e-05,0,1.277212,0,98.722703
"andromeda",0,75.032213,7.517279,0,0,17.450509,0,0
"peril",0.002653,0.001379,0.007947,0,0,99.983968,0,0.004052
"dependence",78.341571,0,21.658428,0,0,1e-06,0,0
"prefecture",0.000115,0,0,0.000165,0,4e-06,0,99.999716
"fisticuffs",0,0,79.376587,4.645936,0,1.4e-05,0,15.977463
"lynx",0,0,0,2e-06,0,38.385422,0,61.614575
"amuse",0,25.790361,0.0118,71.029206,2.7e-05,0.35192,2.813604,0.003081
"stagnant",0,78.582704,0,21.417254,0,4.1e-05,0,0
"node",0.000755,0.00217,0.014224,5.6e-05,0,28.620439,0.662666,70.699691
"vista",0,0,4.463737,0,0,0.003596,95.532667,0
"rift",5e-06,2.137983,1.185074,96.56284,0.00356,0.110534,2e-06,0
"killing",1.2e-05,0,99.997588,0,0,0.002157,0,0.000242
"notary",0,100,0,0,0,0,0,0
"cappuccino",4e-06,6.632576,0.000152,1.090919,5e-06,34.993707,57.282625,1.1e-05
"ill-tempered",0,0,0,0,0,2e-06,99.999998,0
"factor",6.495306,1.526712,0.013401,4.6e-05,1.5e-05,36.257813,31.876422,23.830284
"fundraiser",0,0,0,0,0,100,0,0
"leary",14.39417,34.581997,10.968675,30.041631,10.013527,0,0,0
"crustacean",99.911535,7e-06,1.3e-05,0,0,0.088445,0,0
"superintendent",0,0,99.999911,0,0,8.9e-05,0,0
"vandalise",0,0,40.308404,0,0,0,21.543351,38.148245
"numeric",0,0,0,69.33931,0,30.66069,0,0
"pierre",0.025565,0,0,0,0,99.974435,0,0
"schoolhouse",0,0,0,0,0,100,0,0
"destroy",0.005117,0,0.055594,6.1e-05,0,71.327306,0,28.611921
"satiated",0,99.737971,0,0,0,0.262029,0,0
"postwar",0,0,0,2e-06,0,0.261085,7e-06,99.738906
"ghostly",0,0.000202,99.999131,0,0,2e-06,0.000665,0
"cauliflower",0.000123,5.4e-05,0,0,0,28.001781,71.998041,1e-06
"carpentry",0,0,0,0,0,81.213772,18.786228,0
"ecotourism",0,0,0,0,0,100,0,0
"gibraltar",20.045535,0,0,58.036945,0,0,21.917519,0
"shared",0,0.0212,97.895553,1e-06,0,0.616548,1.466641,5.6e-05
"identifiable",67.775629,12.354622,0,1e-06,0,0,0,19.869747
"cursed",0,0,0,6.236202,53.539277,27.237417,0,12.987104
"erin",42.703429,0,0,0,2.3e-05,57.296548,0,0
"quay",0.003766,0,0,0,99.996233,1e-06,0,0
"stone",0.002933,5e-06,37.496167,0.048096,0,10.357777,14.469134,37.625888
"kirkuk",99.999997,0,0,0,0,3e-06,0,0
"rash",0,1e-06,60.436862,5.131883,33.385616,1.045638,0,0
"molnar",0.002719,0,93.415556,6.581724,0,0,0,0
"internally",0,0,0,1.1e-05,0,2e-06,0,99.999988
"juvenal",0,0,0,0,0,100,0,0
"unappreciated",0,53.554284,0.274933,0,0,0,0,46.170782
"benny",0,61.82369,0,20.606959,0,1e-06,1e-06,17.569348
"chatty",0,0,24.321151,0,0,1e-06,0,75.678849
"igg",0,0,0,0.000171,50.413108,49.586721,0,0
"decompose",0,0,99.999999,0,0,1e-06,0,0
"endeavour",0,0,27.979991,0,0,0,27.304427,44.715583
"theatrically",0,0,100,0,0,0,0,0
"carpeted",0,0,0,0,0,0.030406,0.109647,99.859947
"world-wide",0,0,99.999958,4.1e-05,0,0,0,0
"encase",0.001081,84.556366,0,9e-06,2e-05,7.490315,0.00443,7.947779
"cakewalk",1.767035,41.48788,0,0,25.817901,0,0,30.927185
"prematurely",99.883198,0,0.116581,0,0,0.00022,0,0
"make",0.000271,2.322724,0.004922,51.176522,0.457758,38.062246,7.964344,0.011213
"channels",0,0.000149,0,0,6.023732,93.974436,0,0.001683
"donee",0,14.417921,0,0,0,85.582079,0,0
"rotten",3e-06,6e-06,0.00014,1.026135,16.68602,82.008662,0.208453,0.070582
"aneurysm",0,0,0,4e-05,0,4e-06,0,99.999956
"kola",0,0,18.582699,0,0,81.417301,0,0
"amygdala",0,21.273043,0,25.254646,0,53.472311,0,0
"floss",0,21.667,39.28359,10.716406,28.333003,0,0,0
"goal-kick",0,0,0,0,16.928229,83.071771,0,0
"tatar",0,25.383867,13.402932,0,0,0,46.56515,14.648051
"loll",0,100,0,0,0,0,0,0
"reopen",0,0,0,0,7.659383,92.340609,0,7e-06
"rem",0,0,0.404804,0,42.148422,0.00308,57.443694,0
"dulles",99.996848,0,0,0,0,0,0,0.003152
"gazillion",0,0,0,0,0,0,100,0
"nautical",0,0,2e-06,0,0,99.999991,0,7e-06
"idiotic",83.373547,0,0,0,16.6264,5.3e-05,0,0
"awesome",0,0,0,0,0,100,0,0
"ankara",0,0,99.999998,0,0,1e-06,0,0
"anaemic",1.234968,0,0,0,0,0,3.236491,95.528541
"finland",3e-05,99.97262,7.1e-05,0.000402,0,0.026671,0.000207,0
"madagascar",0,99.999971,0,0,0,2.8e-05,0,1e-06
"why",0,7.220563,0,0,35.985397,0,56.79404,0
"bounce",0,49.765846,2e-06,0,0,50.23414,1.1e-05,0
"mitchell",0,0,0,6.4e-05,0,6.1e-05,0,99.999874
"lambast",0,0,0.0034,99.99597,0,0.00063,0,0
"newark",0,0,0,63.539217,0,0,36.460782,1e-06
"cleanly",0,80.466332,0,0,19.532948,0.00072,0,0
"napoleon",0,99.992287,0,0,0,0.007688,1e-06,2.4e-05
"lees",0,0,0,0,0,100,0,0
"unceremonious",0,0,0,0,10.498478,2.9e-05,0,89.501492
"godard",0,0,0,0,0,100,0,0
"unexplainable",0,100,0,0,0,0,0,0
"modern",0.001086,6.794391,0.00299,0.532968,3e-06,52.557216,40.110245,0.001101
"unconsciousness",0,0,57.382389,0,42.617611,0,0,0
"rectification",0,0,89.467473,0,3.059635,0,0,7.472892
"contrition",0,1e-06,99.913247,0.001253,0,0.084162,0.001337,1e-06
"trafalgar",0,0,0,0,29.578095,4e-06,0,70.421901
"straightaway",0.084605,0,0,0,9e-06,0,99.915386,0
"intestinal",22.103259,0,0,1.7e-05,30.860288,0,0,47.036435
"sparrow",0,2.9e-05,0,0,0,99.999971,0,0
"laughing",0,2e-06,0,0,0,0.00215,99.997848,0
"craftsmanship",0,0,0,0,0,1.9e-05,99.999981,0
"charisma",0,99.99978,0,0,0,2.5e-05,0.000195,0
"nominal",0,0,0.000138,0.003258,0,99.996602,0,1e-06
"anaheim",0,99.360252,0,0,0,0.639748,0,0
"fling",24.418486,50,16.80935,9e-05,4e-06,1e-06,0,8.77207
"self",0,0.030993,0.000155,0,1.904056,97.882424,0.182303,6.8e-05
"windup",0,0,0.000993,0,0,99.999007,0,0
"wheelchair",0,0,0,0,0,4e-06,99.999996,0
"seismology",0,0,0,0.000133,0,0,0,99.999866
"nice",0,49.999483,0,1e-06,8e-06,50.000508,0,0
"jangle",0,0,84.03049,0,0,15.96951,0,0
"inspector",99.999888,0,0,0,0,9.3e-05,0,1.9e-05
"accusation",0.000221,3e-06,0.191951,75.340521,24.38347,0.081052,0.002654,0.000128
"promiscuity",0,0.216006,0,99.470704,0,0.31329,0,0
"playfulness",0,0,0,0,0,0,59.57237,40.42763
"affinity",1e-06,0,0.001755,95.858131,0,3.198392,0.941358,0.000363
"full-blown",0,0,53.353517,26.101043,20.54544,0,0,0
"swaziland",2e-06,0,0.000651,0,0,99.915336,0.00103,0.082981
"convalesce",0,0,0,0,0,0,14.869481,85.130519
"byrd",0,78.664604,0,0,0,3e-06,0,21.335393
"nakuru",0,0,99.994095,0,0,0,0,0.005905
"disparate",0,1e-06,0,99.99999,0,1e-06,8e-06,0
"grope",7.9e-05,76.177019,3.9e-05,1e-06,0.749589,0.168526,0.00011,22.904638
"disable",0,0,0,99.999987,0,1.3e-05,0,0
"mba",35.547551,0,0,10.099976,0,1.8e-05,0,54.352454
"nazareth",11.408773,0,23.642388,10.78688,0,1.5e-05,54.161944,0
"antitrust",0,0,0,0,0,100,0,0
"squelch",0,0,48.832891,0,0,0,0,51.167109
"doctor",2.62453,48.632728,0.260212,28.383577,15.833537,3.368675,0.733493,0.163248
"merely",0,0,99.9509,0.043727,0.004904,0.000468,0,1e-06
"record-breaker",0,0,0,0,49.36573,50.63427,0,0
"contour",0,0.990704,0,0,0,43.014621,30.709306,25.285369
"majors",0,49.545766,0,0,24.983968,25.470265,0,0
"sprinkler",18.901526,58.676623,0,0,0,0,22.421851,0
"pug",0,1.4e-05,32.948168,67.051816,0,0,1e-06,0
"douala",0.039162,0,0.101197,0,0,0.003286,99.792639,0.063717
"erosion",0.139501,6e-06,99.013622,0,0,0.846851,1e-06,1.8e-05
"prone",1e-06,0,0,5e-06,0,99.999992,0,1e-06
"ordination",0,0,27.722464,0,0,72.277536,0,0
"encouragingly",0,0,0.755447,0,0,2e-06,0,99.244551
"introverted",0,99.982084,0,0,0,0.017916,0,0
"laird",0,56.58921,0,0,0,0,43.410789,0
"27th",0,0,0,26.588669,0,73.41133,0,0
"cognizance",0,0,0.001624,99.998376,0,0,0,0
"taker",0,0,4.1e-05,2e-06,77.883412,22.115532,0.000475,0.000538
"cartridge",24.141066,0,0,75.858934,0,0,0,0
"malted",0,17.70156,4.605869,10.96937,28.828604,37.894597,0,0
"viola",0,0,0,0,98.970134,1.029514,0,0.000352
"ointment",2.430037,5e-06,0,0,97.569958,0,0,0
"nine",0,41.961601,9.259469,36.360689,2.634614,0,0,9.783626
"undo",0.000257,0.003463,0,0.001606,99.994572,0.000102,0,0
"prolonged",3.3e-05,0,99.998919,0,0,5.8e-05,0,0.000989
"entity",0.000394,5e-06,7e-06,21.497466,0,78.502127,0,0
"wimbledon",0,0,0,1.6e-05,0,0.035445,30.172786,69.791753
"formula",0,99.999327,0,0,0,0.000209,0.000459,5e-06
"implode",0,96.221389,7e-06,0,3.778185,0.000419,0,0
"erasmus",0,26.905399,0,0,0,38.328451,34.76615,0
"obligate",0,0,85.944253,0,0,0,0,14.055747
"noodle",0,0.008983,0.004518,5e-06,0.000283,99.985554,0.000656,0
"swamp",1.878483,0.001699,1e-06,0.000941,0,2.962929,50,45.155947
"durian",0,0,0,3e-06,0,99.998231,0.001766,0
"checkout",10.162786,0,0,0,74.76992,0,0,15.067293
"sarasota",0,0,99.999997,3e-06,0,0,0,0
"disapproval",0,1e-06,7.472626,7.357968,4.1e-05,85.168132,3e-06,0.001229
"dislocate",0,0,6.416858,0,0,3e-06,0,93.58314
"gentrification",0,0.00417,0,0,0,99.538246,0.457584,0
"shoplifting",0,0,99.999992,8e-06,0,0,0,0
"misbehavior",0,0,20.082,79.917999,0,0,0,0
"smuggle",0,0,0.001626,98.933705,0,0.000437,0,1.064232
"bane",0,99.985875,0.006256,0,0,0.007869,0,0
"encyclical",0,0,0,0,0,50.000004,49.999995,0
"three-year-old",0,0,0,1.1e-05,0,0,0,99.999989
"remains",0.035442,0.001274,0.003014,7e-06,0,0.137173,0,99.82309
"mediaeval",0,0,99.999997,0,0,0,2e-06,0
"heading",31.708163,36.729283,31.562555,0,0,0,0,0
"overload",49.999997,0,49.999981,1e-06,0,2.1e-05,0,0
"fable",0,0,0,1e-06,0,0,2e-06,99.999997
"acclamation",0,0,14.660277,0,0,82.073066,3.266657,0
"banner",0.001691,0.002893,0.000393,0.139615,2.7e-05,99.712286,0.024131,0.118964
"punt",0.000295,0.002249,49.998919,0,0.001082,49.997444,0,1.1e-05
"faulty",1e-06,99.344199,0,0,0,3e-05,0,0.65577
"psa",0,0,0,49.454038,0,50.545962,0,0
"enmity",0,0,0,0,0,99.999973,2.7e-05,0
"unguided",0,12.868547,75.787192,8.33548,3.008782,0,0,0
"incapable",0.001278,8.659844,0.32118,2e-06,1.9e-05,88.722567,0.780112,1.514997
"misdemeanor",0,3.2e-05,0,2.6e-05,99.999936,5e-06,0,0
"encomium",0,0,0,0,0,0,0,100
"recurrence",0,0,0.687503,0,0,7e-06,99.31249,0
"potomac",0,0,0,0,0,0.000758,0,99.999242
"friendly",0,0.952727,1.110903,0,8.237682,72.978802,0,16.719887
"whopper",0,1.6e-05,0,0,0,0,0,99.999984
"restore",0.000226,0,0,1e-06,0,99.999772,0,2e-06
"muharram",0,0,0,1e-06,0,95.859708,4.140292,0
"languorous",0,99.999744,0,0,0,0.00025,0,6e-06
"aquamarine",0,0,0,0,0,99.99999,1e-05,0
"bazooka",0,0,0,98.585203,1.41472,7.7e-05,0,0
"immunisation",0,0,0,1e-06,0,13.213905,0,86.786094
"culprit",0,0,46.94937,0,0,53.050629,0,0
"downpour",0.000108,0,5.6e-05,2.3e-05,0,99.886393,0,0.113419
"intercourse",7e-06,0.002316,0.088595,99.265541,2e-06,0.643539,0,0
"ultimatum",86.176709,0,13.823289,0,0,2e-06,0,0
"surge",46.981604,0.000298,0.106335,1.6e-05,8e-06,52.908512,0.000423,0.002803
"pressurize",0,98.474887,0,0,0,1.525113,0,0
