"term","afraid","amused","angry","annoyed","dont_care","happy","inspired","sad"
"unfairness",0,0,0,79.41705,0,20.58295,0,0
"grave",1e-06,1e-06,87.972948,2.632802,0.000672,6.3e-05,0,9.393513
"violently",0.182094,0,99.815882,0,1e-06,9e-06,0,0.002013
"bose",0,0,99.999899,0,0,0.000101,0,0
"yucky",0,0,0,0,3e-06,86.521651,13.478346,0
"shortbread",0,0,0,0,0,2.98189,97.018109,0
"sympathizer",45.080257,0,26.149277,27.109863,0,3e-06,1.660601,0
"ti",0,0,99.999926,0,0,7.4e-05,0,0
"co2",37.04884,34.398632,0,4e-06,0,0,0,28.552524
"led",0,0,0,56.748598,0,4e-06,43.251398,0
"torturer",30.261627,0,0,0,0,0,69.738373,0
"rupee",0.000598,0.012833,0.055736,9.004382,1e-05,88.347593,1.829322,0.749526
"mutate",100,0,0,0,0,0,0,0
"washboard",0,0,0,0,0,1.901779,98.098216,4e-06
"end-to-end",18.758888,0,0,0.000712,0,80.115848,0,1.124551
"hyperglycemia",0,0,0,0,0,70.341121,0,29.658879
"exhort",54.74689,0,0,0,0,45.25311,0,0
"submerge",0,0,0,3.3e-05,0,0,0,99.999967
"kidnap",2.080913,0,62.394277,0.003804,0,7e-06,0,35.520999
"pike",9e-06,0.157947,0.000437,2.682674,3e-06,96.613931,0.544967,3.3e-05
"honorably",0,0,0,0,0,0,100,0
"amazement",0,0,0,0,0,4e-06,99.999996,0
"obscurantism",0,0,0,0,0,0,100,0
"sermon",0,0,0,0,0,1e-06,99.999999,0
"coastguard",0,0,99.999998,1e-06,0,1e-06,0,0
"cataclysmic",6.4e-05,3e-06,0,0,0,1.384811,98.613068,0.002054
"antenna",0,99.999181,0,0.000816,1e-06,1e-06,0,0
"hidden",0.000271,17.161271,41.232999,2.9e-05,4e-06,0.261925,41.342707,0.000795
"ii",0.005378,0.520498,0.000241,0.419658,1.5e-05,98.877887,0.176271,5.2e-05
"complication",99.995676,0,0,0,0,0,0,0.004323
"pocketbook",0,0,99.998522,0.001471,0,7e-06,0,0
"tumour",0,0,0,0.000137,0,2e-06,0,99.999862
"quest",0,2.8e-05,2.4e-05,0.000132,0.011231,31.289005,68.606587,0.092993
"ally",0.870282,0.000145,49.775568,0.000395,1.489543,47.862038,0.000123,0.001907
"sashimi",0,0,0,0,0,1.4e-05,99.999986,0
"cling",6e-06,5.125744,0.000308,15.598419,0,15.43313,0,63.842392
"spiegel",0,0,100,0,0,0,0,0
"vermicelli",0,0,0,0,0,100,0,0
"mastectomy",0,0,0,0,0,0,100,0
"ominous",1e-06,0,0,1e-06,0,0.008545,0,99.991453
"abductor",0,40.972104,0,59.027257,0,1.9e-05,0,0.00062
"imbue",0,0,0,0,0,99.999827,0.000173,0
"warlord",0,0,99.99994,0,0,1e-06,0,5.9e-05
"looter",42.479545,0,0,7e-06,0,0,0,57.520448
"librarian",0,0,0,0,0,38.054655,0,61.945345
"lulu",0,0,0,99.999991,0,6e-06,3e-06,0
"gripe",0,64.603944,8.623097,13.719715,13.053243,0,0,0
"sapiens",0,99.999954,1e-06,0,0,1.2e-05,0,3.3e-05
"sodom",0,0,100,0,0,0,0,0
"panamanian",0,0,0,0.002137,0,64.858789,35.139074,0
"cybercrime",0,0,0,2.1e-05,0,99.999974,4e-06,0
"lecturer",0.003296,0.717224,3.491664,3.4e-05,1e-06,95.785771,0.000116,0.001895
"two-piece",0,29.184294,0,0,0,0,70.815706,0
"partygoer",4.2e-05,99.368131,0,1e-06,0,0.630953,0,0.000873
"rake",0,0,0,0,0,100,0,0
"bottleneck",0,0,99.999878,0,0,0.000122,0,0
"irreparable",83.395878,0,0,0,16.604117,4e-06,0,0
"complementarity",0,0,0,0,0,100,0,0
"numbers",80.401263,0,0,0,0,4.5e-05,19.598692,0
"appendectomy",0,0,0,0,50.606382,49.393618,0,0
"sovereign",1e-06,0,8.6e-05,49.999998,49.996252,0.003663,0,0
"concubinage",0,5.643164,1e-05,94.119971,0,0.130134,0,0.106722
"grin",0,1e-06,7.927111,0.000105,42.091978,49.980806,0,0
"prudish",0,0,0,3e-06,0,0.011086,0,99.988911
"zangwill",0,99.990577,0,0,0.009419,4e-06,0,0
"alleged",5e-06,0,98.861128,1.138754,5.7e-05,5.6e-05,0,1e-06
"realism",0,32.1902,1e-06,0,7e-06,5.453554,15.473311,46.882928
"rave",0,0,50.000025,0.000133,0,49.999813,2.9e-05,0
"oeuvre",0,0,0,0,100,0,0,0
"shoo-in",0,0,0,0,43.81021,56.189788,1e-06,0
"thinner",0,0,0,0,0,1e-06,99.999999,0
"retreat",49.995782,0,0.000208,0.000716,0,24.977395,25.025746,0.000153
"regret",0,7e-06,1.7e-05,0.006789,25.053925,0.000128,0.000539,74.938596
"poncho",0,0,73.621573,1e-06,0,0,1.9e-05,26.378407
"free-for-all",1e-06,80.92101,2e-06,0,1e-06,19.078952,1e-06,3.3e-05
"doubly",1e-06,27.129824,0.003788,0.295453,2.5e-05,72.508228,0.061585,0.001094
"suit",0.005776,9.990709,0.009283,49.340185,40.37544,0.26309,0,0.015516
"uprising",40.914561,4e-06,2.390472,0.073392,1e-06,51.402617,5.217886,0.001068
"tweeter",6.632666,65.064402,0,0,22.487435,5.815497,0,0
"savannah",0,0,22.997992,0,0,4e-06,0,77.002004
"dint",0,0,0,99.999988,0,1.1e-05,1e-06,0
"discretionary",0,23.129181,0,0,0,0,76.870819,0
"obi",0,0,0,0,0,100,0,0
"coverall",0,0,3.8e-05,0,0,84.996544,15.003419,0
"erratum",0,0,0,0,38.036428,14.542249,47.421324,0
"frank",0,49.987948,0.00019,1e-06,0,50.010747,0,0.001113
"blemish",0,0.002702,0,0,0,91.497875,8.499423,0
"erroneously",59.708988,32.545012,0,0,0,7.746,0,0
"expansionism",0,0,0,0.079359,0,98.46676,1.453881,0
"jeweller",0,100,0,0,0,0,0,0
"fahd",97.473081,2.524659,0,0,0,0.00226,0,0
"weigh",0,0.177318,2e-06,1e-06,0,99.821628,0,0.00105
"manipur",0,0,0,0,0,100,0,0
"soberly",0,100,0,0,0,0,0,0
"outvote",0,0,0,81.48054,0,0,0,18.51946
"telco",0,0,73.338029,26.661951,0,2e-05,0,0
"somalian",0,0,8e-06,0,0,82.025348,17.974644,0
"profoundly",0,0,7e-06,0,0,99.999989,0,3e-06
"deadeye",0,0,0,0,91.900939,5.8e-05,0.004706,8.094296
"wizard",6e-06,0.000439,3e-05,1.4e-05,2e-06,99.437463,0.004264,0.557782
"george",0,0.108834,0,2e-06,3e-06,94.006418,5.884395,0.000348
"vapour",41.021264,38.762337,0,0,0,20.216398,0,0
"handicapper",10.282103,77.319717,0,0,0,0.140406,0,12.257774
"fresco",0,0.021059,0,0,69.027571,1e-06,30.951369,0
"panoramic",0,54.838554,0,0,0,45.16121,0.000236,0
"incognito",89.329537,0,10.65309,0,0,0.017374,0,0
"bacterium",0.007094,0.063269,8e-06,4e-06,0.000297,98.608541,1.320783,4e-06
"infirm",0,0,0,0,0,98.890093,1.109907,0
"buoyant",0,99.999879,0,0,0,5.3e-05,6.8e-05,0
"conveyor",100,0,0,0,0,0,0,0
"iud",0,0,0,0,0,100,0,0
"uninhabited",0,0,5e-06,0,0,99.999994,0,0
"corpus",0,0.389841,1e-06,95.651907,0,0.057546,3.900703,2e-06
"button-down",0,52.642992,0,0,0,0,0,47.357008
"guidebook",2.9e-05,0.000173,0.012274,3.3e-05,1e-05,14.764109,85.215232,0.008141
"boutique",0,70.9549,5.3e-05,0,2.1e-05,29.044915,0.000112,0
"two-part",13.650153,0,60.71612,0.008226,0,0,0,25.625501
"soreness",0,0,0,0,0,13.375456,86.624536,7e-06
"assets",0,0,0,0,0,100,0,0
"bathing",0.013794,51.32036,46.503812,0,0,2.161982,0,5.2e-05
"sabotage",30.273649,0,0.00572,54.440385,0,8e-06,0,15.280238
"gc",41.320903,0,15.324425,0,0,43.354671,0,0
"ketamine",27.886313,72.113687,0,0,0,0,0,0
"fresno",0,0,21.31063,0,0,0.000181,78.689189,0
"coastal",99.992005,0,0.007853,0,0,2.2e-05,0,0.000119
"puddle",19.530154,46.467466,22.003046,0,11.999328,0,7e-06,0
"mash",0,49.999956,0,4.4e-05,0,49.999999,0,0
"cow",1e-06,49.997545,0.042365,0,0,0.002249,49.957659,0.000182
"malawian",0,0,1.8e-05,0,0,2.464887,97.477276,0.057819
"scalpel",0,0,0,0,0,100,0,0
"tunney",0,0,0,0,0,68.39518,31.60482,0
"butterfat",0,7.412073,0,0,0,0,92.587927,0
"jonson",0,0,0,0,77.450614,0.00554,22.543846,0
"quiet",0.000263,0,33.14814,0,2e-06,20.008726,30.208389,16.63448
"rebekah",0,0,0.074812,0,0,99.900711,0.024477,0
"gimmick",0,99.984968,0,0,0.01503,1e-06,0,0
"aids",7.5e-05,3e-06,99.972079,3e-06,0,0.007844,1e-06,0.019995
"gasp",49.999999,0,0,0,0,50,0,0
"sisyphus",0,0,100,0,0,0,0,0
"gehrig",0,8.308077,0,0,82.538132,0.001337,9.152454,0
"crowbar",0,0,0,96.413138,0,0,3.586862,0
"lyceum",0,0,17.523799,40.542515,0,41.933686,0,0
"dictation",0,9.2e-05,4.9e-05,2e-06,0,99.999815,0,4.2e-05
"smasher",0,0,35.550815,0,0,64.449185,0,0
"backstop",0,0,2.190427,10.841099,86.968463,1.1e-05,0,0
"disproportionately",77.29199,0,0,0,0,0,22.70801,0
"irrationality",0,0,0,100,0,0,0,0
"plaintive",0,21.599371,0,0,0,78.400629,0,0
"recount",13.279604,21.221909,0.000303,0,15.504118,3.686879,46.298421,0.008765
"eyed",0,0,0,0,77.906369,2e-06,22.093629,0
"unranked",10.210801,0,41.84937,15.21984,0,2e-06,0,32.719987
"opera",0,0.002519,0,0,0,99.997478,4e-06,0
"basil",0.003264,1e-06,1.3e-05,0,0,99.996703,1.8e-05,0
"pole",0.023059,53.490568,0.000166,0.000372,2.3e-05,42.126534,0.037288,4.32199
"narrator",0,0,0,74.512084,0,25.487916,0,0
"second-string",0,19.984325,80.003462,0,0,0.012213,0,0
"vaseline",0,0,0,0,0,100,0,0
"guitarist",0,0,40.767844,2.7e-05,0,2e-05,0,59.232109
"grazing",0,0,0,0,0,0,0,100
"cleric",0,0,0,0,0,100,0,0
"wainwright",84.285584,0,0,0,15.714157,0.000258,0,0
"ripper",0.001179,99.264882,0.061825,0.271482,2e-05,0.345214,0.055151,0.000248
"ideologically",99.999627,0,0,0,0,0.000373,0,0
"chad",0.038533,0,20.061573,1.9e-05,1e-06,79.82925,0,0.070624
"salem",0,0,14.17961,0,85.818748,0.001642,0,0
"bromide",0,72.549154,0,0,27.450846,0,0,0
"reset",4.618934,95.362575,2e-06,0,0,0.018481,7e-06,0
"quartz",29.796819,61.122478,0,0,6.463959,0,0,2.616744
"moderate",0.207852,1.3e-05,0.001557,6.1e-05,18.380531,81.408521,3e-06,0.001462
"snow-capped",0,0,0,0,62.510601,0,0,37.489399
"thornton",0,1e-06,0,0,0,99.999999,0,0
"drunkenly",60.908207,39.091793,0,0,0,0,0,0
"coptic",99.996976,0,0,0.003024,0,0,0,0
"eyelash",0,99.999944,0,0,0,3.7e-05,0,1.9e-05
"grindstone",0,0,0,0,0,0,100,0
"malian",30.076207,0,1e-06,0.007957,0,0,0,69.915834
"helm",0,0,0,0,49.999557,50.000442,0,0
"infinitely",0,3.606835,0,0,0,68.299196,28.09392,4.8e-05
"forwards",0,0,0,0,46.532073,31.421517,22.046409,0
"consensual",0,0,96.003094,3.996906,0,0,0,0
"incorrectness",0,20.941886,0,79.058114,0,0,0,0
"retrieval",0,0,0,9e-06,0,45.056582,0,54.943409
"doyenne",0,0,0,0,0,0,100,0
"nasser",0,0,99.999998,0,0,2e-06,0,0
"tetrahydrocannabinol",0,0,0,0,0,0.124651,0,99.875349
"face-to-face",0,50.000522,4.3e-05,6.9e-05,2.3e-05,49.931817,2.6e-05,0.067499
"tomato",0.000332,0.000458,0.099841,1e-06,2.4e-05,99.894162,0.005169,1.3e-05
"shannon",0,9.547214,0,1e-06,90.452644,0.000133,0,7e-06
"overindulge",0,0,0,1e-05,0,0,99.999989,0
"benevolent",0,1e-06,1.5e-05,1.7e-05,0,99.999832,8.5e-05,5e-05
"pageant",0,0.000315,0,6e-06,99.934296,0.065383,0,0
"casablanca",0,0,0,1e-06,0,2e-06,0,99.999997
"barman",0,5.905186,0,0,0,94.094814,0,0
"pricing",0,0.000951,0,7.1e-05,0.010337,99.988591,1.4e-05,3.5e-05
"sinai",62.766774,0,4e-06,6.042841,0,0,0,31.190381
"dvd",0,11.589858,0,2e-05,0,88.410122,0,0
"elector",1e-06,3.410315,0,1.631634,3.9e-05,94.932103,0.025834,7.4e-05
"inseparably",26.316537,0,0,0,0,73.683463,0,0
"redact",37.707092,0,0,62.292908,0,0,0,0
"tuner",0,0,2.79072,0,3.202087,94.007192,0,0
"ex-mayor",0,0,0,0,0,100,0,0
"trick",0,5.529901,0.000865,0.090096,0.001098,44.438217,49.385089,0.554733
"reprisal",67.129175,0,0,32.856304,0,1.7e-05,0.014504,0
"inflection",99.998471,0.001529,0,0,0,0,0,0
"present-day",0,0.732348,1.7e-05,3e-06,3.2e-05,10.951055,88.302,0.014545
"wto",99.999895,0,0,0,0,0.000104,1e-06,0
"kwazulu-natal",0,95.877229,0,0,0,0,0,4.122771
"langley",0,0,8e-05,0.000247,99.999668,0,5e-06,0
"taliban",1.45894,0,94.511273,0,0,4.029696,3e-06,8.8e-05
"dreamy",0,1.2e-05,0,3.7e-05,7e-06,99.999806,1.8e-05,0.00012
"thyroid",73.146775,0,0,26.853225,0,0,0,0
"laud",0.013575,0.781335,3e-06,0,0,70.778922,28.424456,0.001709
"quintet",0,3.3e-05,0,4e-06,0,0.002759,99.997205,0
"calorie",1.7e-05,5.1e-05,1.6e-05,3e-06,2e-06,99.999907,4e-06,1e-06
"lazarus",0,99.999974,0,5e-06,0,2.1e-05,0,0
"curler",0,0,0,0,81.021272,0,0,18.978728
"flatten",7e-06,0,0,0,0,0.000266,99.998661,0.001065
"ambassador",0.006483,0.021356,0.191879,7.4e-05,0.000272,99.768522,0.011321,9.3e-05
"erica",47.759924,11.046635,0.08419,0.00018,6e-05,29.912501,11.182386,0.014124
"hammerstein",0,0,0,0,0,100,0,0
"comer",0,0,34.728197,9.046539,0,56.225264,0,0
"inconclusively",0,0,0,21.296885,5.620287,73.082828,0,0
"cantonese",0,99.988574,0.011325,0,0,0.000101,0,0
"idiosyncrasy",0,0,0,0,0,100,0,0
"murillo",0,0,80.236215,0.000272,0,1e-06,19.763512,0
"study",1.3e-05,33.708602,0.192002,4e-06,16.54913,6.967354,26.241554,16.341342
"turbojet",0,0,0,0,60.387735,0,39.612265,0
"careless",0,0,0,99.994189,0.001401,0.00441,0,0
"unannounced",0,0,0,0,0,47.999057,52.000943,0
"kickstand",0,0,0,0,0,100,0,0
"intersection",0,0,0,99.999998,0,2e-06,0,0
"upfront",1e-06,1e-06,1e-06,0.001146,99.991796,2e-06,0,0.007054
"preamble",0,0,0,0,0,72.10931,0,27.89069
"peel",22.996281,1e-06,0,54.49437,22.509346,1e-06,0,0
"shipper",1e-06,2e-06,0,99.700247,0,0.074716,0,0.225034
"committee",6e-06,3e-06,98.137192,0.058763,0,1.783838,0.020186,1.2e-05
"tai",0,0,0,0,0,0.000732,66.519471,33.479797
"boyle",0,0,0,0,0,0.000258,0,99.999741
"micronesia",79.778943,20.21966,0,0.001359,0,3.8e-05,0,0
"show-stopper",0,0.495279,0,0,83.139119,0.00084,16.364761,0
"mistreatment",33.985931,0,66.014064,0,0,0,4e-06,0
"donbass",32.932844,0,0,0,0,67.067156,0,0
"stretcher",0,0,4e-06,15.54662,0,0,0,84.453376
"drawer",0,6.638634,0,17.986111,0,0,39.537099,35.838156
"incongruity",0,0,0,53.801755,0,46.198245,0,0
"tempo",0,0,0.000123,1.9e-05,0,10.702476,89.297382,0
"june",0.003765,16.92786,3.752834,2.1e-05,4.6e-05,79.267756,6e-06,0.047713
"technically",0,99.999903,0,0,0,9.6e-05,0,0
"boar",0,99.999234,0,0,0,0.000766,0,0
"palaeontology",0,100,0,0,0,0,0,0
"hump",0,0,0,0,0,0.000284,0,99.999716
"rampart",0,0,0,0,0,0,100,0
"burgess",0,40.070135,1.6e-05,0,9.68476,50.245089,0,0
"glut",0,0,0,0,14.701948,85.298052,0,0
"paddler",0,0,0,0,0,77.674274,3.311908,19.013817
"devious",0.000273,0,99.450379,0,0.080271,0.469069,0,9e-06
"transnational",0,0,0,0,5e-06,99.999992,0,3e-06
"versailles",0,5.869258,0,62.935203,0,31.195539,0,0
"execute",0.000546,1e-06,95.180809,3.5e-05,0.004396,4.813978,0,0.000234
"xv",10.451296,0,0,21.487191,22.114156,2.6e-05,14.316953,31.630378
"acropolis",0,0,0,1.580457,0,2e-06,98.419188,0.000353
"concoct",55.656458,0,0,0,0,6e-06,44.343536,0
"tandem",0,0,0,99.370768,0,0.629199,3.2e-05,0
"skip",0,99.99947,0,0,0,0.000529,0,0
"pigmy",0,0,0,0,0,100,0,0
"jest",0,57.508412,0,0,9.2e-05,42.491482,1.4e-05,0
"hao",22.193637,0,0,0,20.274428,5e-06,0,57.53193
"mv",0,0,0,2e-06,0,75.243735,0,24.756263
"trotter",0,12.907628,0,0,0,3e-06,0,87.092369
"aec",64.434966,2.2e-05,4e-06,0,0,1e-06,35.565007,0
"deconstruction",0,0,26.284524,0,0,73.715476,0,0
"prune",0.00021,0,1e-06,0,46.891806,3.111364,49.996619,0
"granada",0,0,0,0,0,100,0,0
"apc",0,0,5e-06,0,0,0,99.999978,1.7e-05
"waver",0,0,0,0.000604,0,0.000296,0,99.9991
"envy",3e-06,14.525909,0,36.675997,0.079195,3.5e-05,48.718861,0
"web",0,0,2e-06,0.000545,7e-06,99.999335,0.000111,0
"hospital",3.9e-05,4.1e-05,1e-06,0.001498,0,6e-05,0,99.998361
"denomination",0,0,0,0,0,0,99.999938,6.2e-05
"undeterred",0,0,1e-06,99.790118,0,0.00035,9.4e-05,0.209437
"eurasia",0,54.117639,1e-06,0.001792,0,0,4.6e-05,45.880522
"lush",0,3e-06,0,7e-06,0,2.202178,97.728586,0.069225
"pragmatism",0,45.190669,0,0,0,54.809328,3e-06,0
"malt",0,0.000211,0,0,0,99.999789,0,0
"inducer",0,0,0,0,24.965121,75.034879,0,0
"haganah",0,0,0,0,0,0,0,100
"babe",47.864133,0,0,0,0,52.135866,0,0
"latakia",0,0,7e-06,0,0,89.386696,10.613297,0
"exponential",2.1e-05,0,0,0,0.000664,1e-06,99.999314,0
"depardieu",0,33.944694,0,26.147514,0,5.558779,0,34.349013
"outer",99.998592,0.001407,0,0,0,0,0,0
"redistribution",50.479436,0,0.212745,0,0,49.307819,0,0
"avidly",0,20.065756,0,0,79.934244,0,0,0
"jung",1e-06,6e-06,0.00382,6e-06,0,99.996166,0,0
"correctional",64.055141,0,0.049356,0,35.895494,1e-06,8e-06,0
"transport",47.54255,3e-06,1.526254,0.010803,0,0.695524,0,50.224866
"distressed",0,0,0,1.3e-05,0.000157,9e-06,0,99.999822
"wristband",11.524737,0,10.072288,0,6.307225,72.079474,0,0.016277
"antechamber",0,0,0,0,0,99.999957,4.3e-05,0
"shareholding",0,0,0,0,17.379744,82.620256,0,0
"berate",0,0,29.121583,2e-06,0,1e-06,0,70.878415
"peripheral",47.587162,2.6e-05,34.769743,0,0,15.154297,2.488358,0.000413
"maturation",0,0,0,0,0,99.999988,1e-05,2e-06
"stations",5.355286,0,0,1e-06,0,31.577952,0,63.066761
"spineless",0,1.571085,62.242913,36.186002,0,0,0,0
"sugar",0,0,0,0.790129,0,99.144797,0.065074,0
"camp",0.004352,1.921273,0.043846,0.000512,0.002577,26.857629,0.00191,71.167901
"ripe",2.317378,5.6e-05,0,3e-06,0,97.682562,1e-06,0
"impeccably",0,0,0,0,59.35288,40.64712,0,0
"perforated",99.733387,0,0,0,0,0.266092,0.000519,2e-06
"vastly",2.1e-05,3.7e-05,2e-06,0.117121,0,99.881739,0.00108,0
"boner",0,0,0,0,0,0.00137,99.998629,0
"lukewarm",0,69.295473,2e-06,0,24.228932,2e-06,0,6.475591
"ethics",0,0,0,3e-06,0,0,0,99.999997
"loeb",55.195739,1e-06,0,0,0,0.759534,0,44.044726
"angel",8.5e-05,4e-06,6.090247,0.98543,0.000456,92.70677,0.200182,0.016827
"bloodless",3e-06,0.001204,99.996138,0,0,0.002654,0,0
"immortality",0,0,0,99.999999,0,1e-06,0,0
"oversee",6.2e-05,0,0,0.001843,99.998069,2.5e-05,0,0
"potshot",0,0,0,0,99.999997,3e-06,0,0
"braid",0,0,0,0,26.956089,0,28.403739,44.640172
"krishna",0,15.966651,0,50.145005,0,33.888344,0,0
"planting",0,99.982258,0,0.017632,0,0.00011,0,0
"segue",0,0,74.785354,0,0,0.00026,25.214387,0
"info",0,0,0,0.180353,64.153017,35.659076,0.007553,1e-06
"undergo",1e-06,2e-06,5e-06,0.000301,75.261393,4.031061,0.000534,20.706703
"humiliation",4e-06,0.082379,97.83359,2.069062,0,0.014724,0,0.000241
"seductive",0,8e-06,0,0,99.999991,1e-06,0,0
"seine",0,0,0,0,0,100,0,0
"farrow",0,0,0,97.074554,2.924334,0.001112,0,0
"examination",1.4e-05,0.000402,91.266865,1.6e-05,0,8.150205,7.3e-05,0.582425
"autonomous",0,0.000173,0,0,0,99.999827,0,0
"swearing",0,99.999956,0,3.8e-05,0,2e-06,3e-06,0
"entourage",0,0.004968,0,0,50.826945,49.168087,0,0
"rationalize",0,0.255565,0,0,0,1.4e-05,0,99.744421
"chorizo",0,94.823587,0.006387,0,2e-05,5.17,6e-06,0
"piety",0,100,0,0,0,0,0,0
"tabloid",0.011093,2.164397,0.016341,53.273453,0.000111,28.994267,15.513702,0.026636
"expedition",0,1.7e-05,1e-06,0,0,99.998186,0.001794,0
"airway",0.000737,0,6e-06,0,0,0.002657,0,99.9966
"forcefully",0,0,33.780952,1e-06,26.91898,0,0,39.300067
"gingerly",0,100,0,0,0,0,0,0
"slovenia",0,0,0,0,0,0.000413,99.999587,0
"parliamentary",1e-06,0,0,0,2e-06,1e-05,99.999988,0
"tanzania",1.6e-05,0,0.000137,0,0,99.929687,0.069907,0.000253
"oncoming",0,0,32.738728,1.6e-05,46.501085,0,20.760171,0
"costumer",0,0,0,100,0,0,0,0
"kp",0,0,0,0,0,0,100,0
"m2",0,0,0,0,0,100,0,0
"harbor",0.053149,76.721408,19.985385,0.000112,6e-06,3.219936,1e-06,0.020004
"helpless",4.2e-05,0.747584,0,0,0,0.156043,99.095521,0.00081
"splashing",0,6.230572,0,54.379437,0,39.389992,0,0
"blacken",2.710574,0,97.289426,0,0,0,0,0
"taro",0,25.222305,0,0,72.949587,1.828108,0,0
"sloping",82.684995,0,0,0,16.888152,0.426853,0,0
"duet",24.599992,75.399831,0,0.000126,0,5e-05,1e-06,0
"searchlight",0,0,0,3e-06,0,0,0,99.999997
"timepiece",0,0,0,0,99.76423,0,0.23577,0
"tub",0,99.999997,0,0,0,2e-06,0,0
"heretical",0,0,2.859647,0,0,0,0,97.140353
"caddy",0,0,27.853788,25.873179,46.273033,0,0,0
"fluff",0,1e-06,0,66.140809,0,33.85919,0,0
"plethora",0,8e-06,0,0,0,4e-06,99.999947,4.2e-05
"bertolucci",0,0,0,0,100,0,0,0
"bridgehead",37.956641,0,33.993604,28.049755,0,0,0,0
"dimension",1.7e-05,3e-06,1e-06,27.846623,0,70.146589,2.004307,0.00246
"scupper",0,0,0,0.000893,0,1.1e-05,0,99.999096
"rear",1.224599,37.038769,0.047085,3.6e-05,2e-06,44.568959,16.478241,0.642309
"crozier",100,0,0,0,0,0,0,0
"differentiate",0,99.159413,4e-06,0.634855,0,0.201072,0.004655,0
"homily",0,0,0,0,0,1.1e-05,99.999989,0
"disillusion",49.998166,50,0,0,0.001835,0,0,0
"subjectively",0,0,0,0,0,100,0,0
"humbly",0,95.398625,0,0,0,0.540896,4.060479,0
"motive",0,0,36.949563,0.000105,0,6e-06,0,63.050326
"steam",48.216188,1e-06,0.000344,49.999996,0,1.783446,0,2.4e-05
"wastage",4e-06,0,0,0,99.999974,2.2e-05,0,0
"hoopla",0,32.273264,0,9.486127,37.512226,20.728383,0,0
"jaeger",6e-06,0,0,0,0,7.523304,92.47669,0
"undiscovered",0,0,26.598574,44.383811,0,28.786577,0,0.231037
"vascular",0,32.893804,0,0,67.106196,0,0,0
"execution",0,0,0.155272,7.253149,0,0.007278,1e-06,92.5843
"reluctance",2.672404,0,97.327315,0,0,0.000281,0,0
"crusader",0.069578,99.57615,0.005186,3.3e-05,2.1e-05,0.344854,1e-06,0.004177
"redding",0,0,0,0,0,0,0,100
"legacy",0,0.000207,8.581461,4.6e-05,1.2e-05,20.95873,70.316731,0.142812
"backwater",0,0.003092,0,5.5e-05,0,0.556724,1.913405,97.526724
"wadi",0,0,100,0,0,0,0,0
"jamaican",0,48.513646,0,0,0,1.4e-05,51.486339,0
"occasionally",1.613899,85.412352,0.005763,8.108552,1.2e-05,4.858022,7e-06,0.001392
"planning",0,0,0,6e-06,0,99.999977,1.7e-05,0
"outlying",100,0,0,0,0,0,0,0
"bristol",0,0,0,14.027959,0,11.249844,0,74.722197
"higher",0,0,0,0,0,99.999999,0,1e-06
"supervisory",35.749315,0,64.250685,0,0,0,0,0
"halley",0,0,0,0,5.4e-05,99.999946,0,0
"honeymoon",0,24.918975,0,0.013127,12.498992,58.066308,4.502598,0
"civilized",0.000273,4e-06,99.962085,0.005981,0,0.031629,0,2.8e-05
"beheading",0,0,99.998812,0,0,0,0,0.001187
"trail",3e-06,0.81368,7e-06,0.005211,32.446898,63.093479,2.588407,1.052314
"schoolyard",2.9e-05,0.000121,0.009172,4.3e-05,2e-06,99.979636,0.00095,0.010048
"headmistress",0,0,99.999831,0,0,0,0.000169,0
"monstrosity",0,0,0,0,0,0.024782,99.975218,0
"curtly",0,4.501185,0,77.686292,0,0,17.812518,5e-06
"derailment",0,0,0,3e-06,0,0,0,99.999997
"deep-fried",0,0,0,0,0,99.999998,2e-06,0
"yard",0.854828,2e-06,0.000772,0,0,99.144131,1e-05,0.000258
"perceptual",0,0,0,0,90.797353,9.202647,0,0
"hardliner",0.000642,0,0.003319,94.433516,3.5e-05,5.554922,0.007425,0.00014
"logically",39.128128,0,0,0,60.871872,0,0,0
"rainstorm",99.933122,0,0,0,0,0,0.066878,0
"exoskeleton",11.731127,0,0,0,88.268873,0,0,0
"burrito",0,0,99.887549,0,0,0.016276,0,0.096175
"chloroplast",0,22.701645,0,0,0,0,77.298355,0
"holdover",0,0,15.493164,0,0,0,7.014514,77.492322
"article",0,7.4e-05,87.896912,0.119245,0.000313,1.067193,10.916224,3.9e-05
"depot",100,0,0,0,0,0,0,0
"stony",0,0,16.818109,0,0,83.181891,0,0
"righteous",0,0,0,99.965853,0,0.034146,0,1e-06
"hardscrabble",0,0,0,0,100,0,0,0
"depositor",0,0,0,0,74.365089,25.634911,0,0
"settler",0,0,67.563955,0,0,2.6e-05,0,32.436019
"stubble",0,0,0,65.584802,0,0,0,34.415198
"optimism",0,0.000387,0,0,0,99.999613,0,0
"salvador",0,0,0,3e-05,0,99.999936,3e-05,3e-06
"courtesan",0,1e-06,0,0,0,0,99.999999,0
"briskly",89.574641,0,1e-05,0,0,10.369652,1e-06,0.055695
"leptospirosis",0,0,0,0,0,100,0,0
"robotic",0,99.999631,0,0,0,7e-06,4.1e-05,0.00032
"saver",0,0,100,0,0,0,0,0
"catchment",0,0,21.400456,59.163155,0,14.167651,5.268738,0
"neurological",0,0,0,0,99.999988,1.2e-05,0,0
"newcomer",0,1.2e-05,0,0,1e-06,99.999977,9e-06,0
